Registration_number,Flag,Latitude,Longitude,Altitude,Direction,Speed,Flight_number,Flight_icao,Flight_iata,Departure_icao,Departure_iata,Arrival_icao,Arrival_iata,Airline_icao,Airline_iata,Aircraft_icao,Updated,Status
9H-WAT,HU,49.471436,15.761333,8983,298,761,4SM,WZZ4SM,W63279,LROP,OTP,LKPR,PRG,WZZ,W6,A21N,1688586759,en-route
9H-WAU,HU,52.105221,16.678659,10363,320,844,4NF,WMT4NF,W43211,LROP,OTP,EKBI,BLL,WZZ,W4,A320,1688586760,en-route
9H-WAW,HU,51.962952,1.654663,4975,293,698,3VA,WZZ3VA,W63653,LRIA,IAS,EGGW,LTN,WZZ,W6,A21N,1688586761,en-route
9H-WAY,HU,51.830284,4.022903,10088,274,753,7JR,WZZ7JR,W63305,LRCL,CLJ,EGGW,LTN,WZZ,W6,A21N,1688586760,en-route
9H-WBA,HU,43.779373,11.64257,11247,299,694,466,WMT466,W46609,LATI,TIA,LIMC,MXP,WZZ,W4,A20N,1688586759,en-route
9H-WBB,HU,43.443249,12.675541,10126,99,959,5MW,WMT5MW,W43854,LIRP,PSA,LATI,TIA,WZZ,W4,A20N,1688586759,en-route
9H-VVF,IE,42.730717,13.796401,10668,115,942,10ZR,RYR10ZR,FR6182,LIMC,MXP,LIBD,BRI,RYR,FR,B38M,1688586758,en-route
9H-VVG,IE,50.302185,5.434113,9433,53,766,2WP,RYR2WP,FR6213,LEAL,ALC,EDLV,NRN,RYR,FR,B38M,1688586760,en-route
9H-VVH,IE,49.29747,3.423831,10363,58,859,569C,RYR569C,FR303,GCLP,LPA,EDDK,CGN,RYR,FR,B38M,1688586760,en-route
9H-GKJ,DE,36.666405,26.405113,6972,290,859,7DX,TOM7DX,BY1369,LGRP,RHO,EIDW,DUB,TUI,BY,A320,1688586759,en-route
9H-MLX,DE,51.483097,7.319183,2438,272,394,2YZ,EWG2YZ,EW9655,LGTS,SKG,EDDL,DUS,EWG,EW,A320,1688586762,en-route
9H-WBJ,HU,45.419762,5.482044,2941,282,437,200,WMT200,W43889,LATI,TIA,LFLL,LYS,WZZ,W4,A320,1688586760,en-route
9H-WBM,HU,44.015213,20.633986,10058,139,770,349,WZZ349,W64304,EGGW,LTN,LBSF,SOF,WZZ,W6,A21N,1688586758,en-route
9H-WBN,HU,47.192001,13.194511,10386,239,718,SL,WMT0SL,W43677,LRIA,IAS,LIMF,TRN,WZZ,W4,A21N,1688586760,en-route
9H-WBQ,HU,49.457508,2.111453,0,326,5,2NW,WMT2NW,W43982,LFOB,BVA,LRCV,CRA,WZZ,W4,A320,1688586695,en-route
9H-WZR,HU,50.894623,8.840728,5036,283,600,805,WZZ805,W64517,LBWN,VAR,EDDK,CGN,WZZ,W6,A320,1688586761,en-route
9H-WBU,HU,46.319229,23.865051,10675,125,822,54,WMT54,W43016,EGNM,LBA,LROP,OTP,WZZ,W4,A21N,1688586759,en-route
9H-NCC,ES,36.657093,-4.385298,1562,30,283,71RQ,ANE71RQ,IB8380,LEMG,AGP,LEVC,VLC,IBE,IB,AT76,1688586759,en-route
9H-IMP,MT,43.574665,7.15465,609,356,318,852X,AXY852X,,LEIB,IBZ,LFMN,NCE,AXY,AX*,E35L,1688586755,en-route
9H-FAY,MT,28.705902,75.38105,8816,265,781,818Y,AXY818Y,,VIDP,DEL,,,AXY,AX*,E190,1688586752,en-route
9H-KAR,GR,37.947521,20.943882,11277,110,892,251,BBG251,BZ251,LEBL,BCN,LLBG,TLV,BBG,BZ,B738,1688586759,en-route
9H-SWA,DE,51.449162,6.679306,2682,342,514,9280,EWG9280,EW9280,EDDL,DUS,BIKF,KEF,EWG,EW,A320,1688586761,en-route
9H-WBW,HU,51.883911,17.021255,11582,337,877,6643,WMT6643,,LHBP,BUD,ENTO,TRF,WZZ,W6*,A20N,1688586760,en-route
9H-WBY,HU,42.323502,17.814707,11506,301,775,975,WMT975,W43869,LATI,TIA,LIME,BGY,WZZ,W4,A20N,1688586750,en-route
9H-WBO,HU,51.731415,3.610419,9342,280,764,C,WZZ0C,W64503,LBWN,VAR,EGGW,LTN,WZZ,W6,A320,1688586760,en-route
9H-VIT,MT,46.530533,3.434299,13716,156,929,768,VJT768,,LFPB,LBG,LMML,MLA,VJT,,GL7T,1688586760,en-route
9H-WDD,HU,45.945103,10.031822,4869,227,675,239,WMT239,W43607,LRSV,SCV,LIME,BGY,WZZ,W4,A320,1688586760,en-route
9H-WDI,HU,43.854996,10.003435,9144,339,746,938,WMT938,W45586,LICC,CTA,LIML,LIN,WZZ,W4,A21N,1688586761,en-route
9H-WDK,HU,40.888641,8.186523,10668,260,744,615,WMT615,W48397,LIRF,FCO,LEBL,BCN,WZZ,W4,A21N,1688586757,en-route
9H-WDL,HU,47.434681,19.256815,0,312,1,601A,WMT601A,,EDHI,XFW,LHBP,BUD,WZZ,W6*,A21N,1688586754,landed
9H-MLZ,UK,43.673447,7.248361,396,114,322,2627,EFW2627,BA2627,LFMN,NCE,EGKK,LGW,BAW,BA,A320,1688586760,en-route
9H-SWF,DE,39.400772,20.15818,11582,304,800,2673,EWG2673,EW2673,LGIR,HER,EDDS,STR,EWG,EW,A320,1688586758,en-route
9H-DRA,LV,45.69265,6.578545,10363,351,837,9T5,ART9T5,6Y338,LEPA,PMI,EDDR,SCN,ART,6Y,B38M,1688586761,en-route
9H-HYA,LV,51.774078,12.408093,7315,291,803,386,ART386,6Y386,LGKO,KGS,EDDG,FMO,ART,6Y,B38M,1688586761,en-route
9H-WDP,HU,51.046249,0.894699,3970,248,455,64,WMT64,W43031,LROP,OTP,EGKK,LGW,WZZ,W4,A21N,1688586762,en-route
9H-NEE,MT,45.460556,14.906943,11269,183,842,377,AMC377,KM377,EDDB,BER,LMML,MLA,AMC,KM,A20N,1688586762,en-route
9H-WZV,HU,40.74559,12.285836,10972,266,729,3KB,WZZ3KB,W64409,LBSF,SOF,LEVC,VLC,WZZ,W6,A320,1688586757,en-route
9H-WZT,HU,47.38813,11.935167,11277,87,931,1K,WMT1K,W43372,,BSL,LRCL,CLJ,WZZ,W4,A320,1688586759,en-route
9H-WZX,HU,41.298752,2.076141,0,244,33,48,WMT48,W43177,LROP,OTP,LEBL,BCN,WZZ,W4,A320,1688586757,en-route
9H-AZE,SA,22.671452,51.850079,12192,267,957,4044,SVA4044,SV4044,WIII,CGK,,,SVA,SV,B77W,1688586751,en-route
T7-ME1,LB,38.532578,26.768965,10050,138,840,230,MEA230,ME230,LFPG,CDG,OLBA,BEY,MEA,ME,A21N,1688586756,en-route
T7-ME2,LB,38.651157,26.636902,10660,138,838,224,MEA224,ME224,LFMN,NCE,OLBA,BEY,MEA,ME,A21N,1688586758,en-route
T7-IBP,SM,39.780655,3.713257,11445,76,944,,,,LEVC,VLC,,,,,H25B,1688586759,en-route
ZA-BEL,AL,42.219387,16.183372,11574,301,751,2005,ABN2005,ZB2005,LATI,TIA,LIPE,BLQ,ABN,ZB,A319,1688586761,en-route
9A-LAB,HR,40.819702,-6.759033,11277,194,696,6753,TRA6753,HV6753,EHAM,AMS,LPFR,FAO,EZZ,HV,B738,1688586760,en-route
9A-IRM,DE,49.638416,4.376938,9753,54,887,8TF,CFG8TF,DE1023,LEMG,AGP,EDDL,DUS,CFG,DE,A320,1688586761,en-route
9A-SHO,DE,48.561153,2.196904,10972,57,950,7PL,CFG7PL,DE1429,GCTS,TFS,EDDL,DUS,CFG,DE,A320,1688586762,en-route
9A-BWK,DE,43.607807,20.627876,10965,341,857,43PH,SDR43PH,SR4739,LGRP,RHO,EDDW,BRE,SDR,SR,A319,1688586758,en-route
9A-CTI,HR,47.098526,14.231483,8839,118,833,415,CTN415,OU415,EDDF,FRA,LDZA,ZAG,CTN,OU,A319,1688586761,en-route
9A-CQD,HR,47.978668,12.351105,7010,131,635,4457,CTN4457,OU4457,EBBR,BRU,LDZA,ZAG,CTN,OU,DH8D,1688586761,en-route
9A-CQF,HR,48.017002,12.188838,5090,128,516,437,CTN437,OU437,EDDM,MUC,LDZA,ZAG,CTN,OU,DH8D,1688586761,en-route
9A-BTG,HR,41.779083,21.777649,2735,51,525,2807,TDR2807,C32807,LWSK,SKP,BKPR,PRN,TDR,C3,A320,1688586759,en-route
YL-LCT,LV,53.527718,7.653189,10668,43,887,580,SAS580,SK580,LFPG,CDG,ESSA,ARN,ART,SK,A320,1688586762,en-route
YL-CSL,LV,47.563679,8.138263,4343,48,548,9GN,SWR9GN,LX425,EGBB,BHX,LSZH,ZRH,BTI,LX,BCS3,1688586761,en-route
YL-AAO,LV,50.018417,12.268042,10355,243,701,6YL,SWR6YL,LX1353,EPWA,WAW,LSZH,ZRH,BTI,LX,BCS3,1688586760,en-route
YL-AAT,LV,50.807465,5.714449,6240,222,633,9890,EWG9890,EW9890,EDDL,DUS,GMMW,NDR,BTI,EW,BCS3,1688586760,en-route
YL-LDE,LV,47.92749,16.124084,10972,3,844,2860,SAS2860,SK2860,LIRN,NAP,ESSA,ARN,ART,SK,A320,1688586759,en-route
YL-LDI,TR,41.365528,27.043221,11887,144,761,6ML,THY6ML,TK4311,EDDM,MUC,LTAI,AYT,THY,TK,A320,1688586760,en-route
YL-LDK,TR,44.975189,22.935434,10972,316,816,7NH,THY7NH,TK7872,LTFJ,SAW,EDDK,CGN,THY,TK,A320,1688586760,en-route
YL-AAZ,LV,52.371643,-1.837769,7856,149,794,357K,SWR357K,LX381,EGCC,MAN,LSZH,ZRH,BTI,LX,BCS3,1688586761,en-route
YL-ABA,LV,47.463451,8.320242,2743,228,475,646,SWR646,LX646,LSZH,ZRH,LFPG,CDG,BTI,LX,BCS3,1688586761,en-route
YL-ABD,LV,41.834244,15.221807,11582,23,790,4646,SAS4646,SK4646,LICJ,PMO,ENGM,OSL,BTI,SK,BCS3,1688586761,en-route
YL-ABL,LV,55.971176,23.605291,11887,11,835,6AG,BTI6AG,BT888,LGIR,HER,EETN,TLL,BTI,BT,BCS3,1688586760,en-route
YL-REX,LV,47.894993,3.780705,11582,332,783,37B,UAG37B,,LIBD,BRI,EGLF,FAB,UAG,,E35L,1688586759,en-route
YL-LDN,LV,53.430969,-6.248959,0,185,0,2565,SAS2565,SK2565,ESSA,ARN,EIDW,DUB,ART,SK,A320,1688586761,landed
YL-LDL,TR,49.131775,13.077533,11574,312,816,9CW,THY9CW,TK4314,LTAI,AYT,EDDK,CGN,THY,TK,A320,1688586761,en-route
YL-LDT,TR,48.275391,20.719158,10675,142,838,7PQ,THY7PQ,TK7895,EDDB,BER,LTAI,AYT,THY,TK,A320,1688586759,en-route
YL-ABO,LV,46.353413,13.698441,10355,333,759,8CL,SWR8CL,LX1419,LYBE,BEG,LSZH,ZRH,BTI,LX,BCS3,1688586759,en-route
YL-ABP,LV,49.479172,10.091954,9144,213,724,6MZ,SWR6MZ,LX983,EDDB,BER,LSZH,ZRH,BTI,LX,BCS3,1688586762,en-route
LY-BUS,LT,40.79306,24.201294,9753,318,872,9433,ASL9433,JU9433,LTFE,BJV,LYBE,BEG,KLJ,JU,B738,1688586760,en-route
LY-NVN,LT,44.754902,17.892307,10660,114,857,16NZ,PGT16NZ,PC5054,,BSL,LTAI,AYT,NVD,PC,A320,1688586760,en-route
LY-SPU,LT,48.163738,17.199423,0,222,18,3126,FEG3126,FT3126,LZIB,BTS,HEGN,HRG,KLJ,FT,B738,1688586760,en-route
LY-PMI,LT,38.1064,13.673303,10972,34,811,9479,ASL9479,JU9479,DTMB,MIR,LYBE,BEG,KLJ,JU,B738,1688586759,en-route
LY-TKL,UZ,40.739262,35.535652,10668,84,1024,274,UZB274,HY274,LTFM,IST,UTTT,TAS,UZB,HY,A332,1688586685,en-route
LY-HMD,DE,45.6259,12.604534,10972,300,714,1FH,CFG1FH,DE1617,LGIR,HER,EDDL,DUS,CFG,DE,A320,1688586759,en-route
LY-PNG,LT,44.894348,23.977922,10980,312,822,5309,TVL5309,7O5309,LTAI,AYT,LHBP,BUD,HST,7O,A320,1688586760,en-route
LY-MHL,UK,40.751644,-2.618179,10965,34,957,6585,MBU6585,DI6585,GCTS,TFS,EDDM,MUC,MBU,DI,A320,1688586759,en-route
LY-VEL,LT,45.961861,22.941307,10668,146,790,3Q,SXS3Q,XQ671,EDDH,HAM,LTAI,AYT,NVD,XQ,A320,1688586760,en-route
LY-LGA,AT,44.991295,13.036551,10660,98,931,926,FOE926,OE926,LFLL,LYS,UDYZ,EVN,GBL,OE,A320,1688586759,en-route
LY-MLF,TR,44.963608,16.085096,10668,109,903,5018,PGT5018,PC5018,LSGG,GVA,LTAI,AYT,PGT,PC,A320,1688586760,en-route
