Code Aéroport,Code Ville,Code Pays,Nom Ville,Latitude,Longitude,UTC Différence,Time_Zone
BAL,BAL,TR,Batman,37.9289,41.1167,+03:00,Europe/Istanbul
BAM,BAM,US,Battle Mountain,40.6333,-116.9333,-08:00,America/Los_Angeles
BAN,BAN,CD,Basongo,-4.1667,20.3333,+02:00,Africa/Lubumbashi
BAO,BAY,RO,Baia Mare Rail Station,47.6475,23.5525,+02:00,Europe/Bucharest
BAP,BAP,PG,Baibara,-10.3333,149.6333,+10:00,Pacific/Port_Moresby
BAQ,BAQ,CO,Barranquilla,10.8897,-74.7808,-05:00,America/Bogota
BAR,QHX,CN,Qionghai Bo'ao,19.1392,110.4536,+08:00,Asia/Shanghai
BAS,BAS,SB,Balalae,-6.9911,155.8858,+11:00,Pacific/Guadalcanal
BAT,BAT,BR,Barretos Chafei Amsei,-20.585,-48.5953,-03:00,America/Araguaina
BAU,BRI,IT,Bari Central Rail Station Bari Centrail,41.1178,16.8694,+01:00,Europe/Rome
BAV,BAV,CN,Baotou,40.5606,109.9964,+08:00,Asia/Shanghai
BAW,BAW,GA,Biawongue,-0.6667,9.45,+01:00,Africa/Libreville
BAX,BAX,RU,Barnaul,53.3631,83.5472,+07:00,Asia/Tomsk
BAY,BAY,RO,Baia Mare,47.6583,23.4683,+02:00,Europe/Bucharest
BAZ,BAZ,BR,Barcelos,-0.9811,-62.9183,-04:00,America/Porto_Velho
BBA,BBA,CL,Balmaceda,-45.9161,-71.6894,-04:00,America/Santiago
BBB,BBB,US,Benson Municipal,45.3328,-95.6514,-06:00,America/Chicago
BBC,BBC,US,Bay City Municipal,28.9833,-95.9667,-06:00,America/Chicago
BBD,BBD,US,Brady Curtis Field,31.1333,-99.3333,-06:00,America/Chicago
BBE,BUE,AR,Buenos Aires Fluvial Bus Station,-34.6269,-58.3589,-03:00,America/Argentina/Buenos_Aires
BBF,BBF,ES,Estacion De Benidorm Bus Station,38.5492,-0.125,+01:00,Europe/Madrid
BBG,BBG,KI,Butaritari,3.0864,172.8108,+12:00,Pacific/Tarawa
BBH,BBH,DE,Stralsund Barth,54.3375,12.7,+01:00,Europe/Berlin
BBI,BBI,IN,Bhubaneswar,20.2444,85.8178,+05:30,Asia/Kolkata
BBJ,BBJ,DE,Bitburg,49.9453,6.565,+01:00,Europe/Berlin
BBK,BBK,BW,Kasane,-17.8328,25.1625,+02:00,Africa/Gaborone
BBL,BBL,AU,Ballera,-27.4036,141.8117,+10:00,Australia/Brisbane
BBM,BBM,KH,Battambang,13.0956,103.2244,+07:00,Asia/Phnom_Penh
BBN,BBN,MY,Bario,3.7347,115.4783,+08:00,Asia/Kuching
BBO,BBO,SO,Berbera,10.3892,44.9411,+03:00,Africa/Mogadishu
BBP,BBP,GB,Bembridge,50.6781,-1.1092,+00:00,Europe/London
BBQ,BBQ,AG,Barbuda Codrington,17.6361,-61.8272,-04:00,America/Antigua
BBR,BBR,GP,Basse-Terre Baillif,16.1667,-61.75,-04:00,America/Guadeloupe
BBS,BBS,GB,Blackbushe,51.3239,-0.8475,+00:00,Europe/London
BBT,BBT,CF,Berberati,4.2167,15.7833,+01:00,Africa/Bangui
BBU,BUH,RO,Bucharest Baneasa - Aurel Vlaicu Apt,44.5033,26.1022,+02:00,Europe/Bucharest
BBV,BBV,CI,Grand Bereby Nero-Mer,4.6667,-6.95,+00:00,Africa/Abidjan
BBW,BBW,US,Broken Bow Municipal,41.4,-99.6333,-06:00,America/Chicago
BBX,PHL,US,Philadelphia Wings Field,40.1375,-75.2656,-05:00,America/New_York
BBY,BBY,CF,Bambari,5.85,20.6333,+01:00,Africa/Bangui
BBZ,BBZ,ZM,Zambezi,-13.5333,23.1167,+02:00,Africa/Lusaka
BCA,BCA,CU,Baracoa Gustavo Rizo,20.3653,-74.5061,-05:00,America/Havana
BCB,BCB,US,Blacksburg Virginia Technical,37.2083,-80.4092,-05:00,America/New_York
BCC,BCC,US,Bear Creek 3,63.5706,-156.1514,-09:00,America/Anchorage
BCD,BCD,PH,Bacolod Silay International,10.7767,123.0192,+08:00,Asia/Manila
BCE,BCE,US,Bryce Canyon,37.7,-112.15,-07:00,America/Denver
BCF,BCF,CF,Bouca,6.5,18.2833,+01:00,Africa/Bangui
BCG,BCG,GY,Bemichi,7.6408,-58.9608,-04:00,America/Guyana
BCH,BCH,TL,Baucau English Madeira,-8.4833,126.4,+09:00,Asia/Dili
BCI,BCI,AU,Barcaldine,-23.5608,145.3042,+10:00,Australia/Brisbane
BCJ,BCJ,US,Baca Grande,37.9667,-105.7667,-07:00,America/Denver
BCK,BCK,AU,Bolwarra,-17.4,144.1667,+10:00,Australia/Brisbane
BCL,BCL,CR,Barra Del Colorado,10.7686,-83.5856,-06:00,America/Costa_Rica
BCM,BCM,RO,Bacau,46.5219,26.9103,+02:00,Europe/Bucharest
BCN,BCN,ES,Barcelona (ES),41.2969,2.0783,+01:00,Europe/Madrid
BCO,BCO,ET,Jinka Bako,5.7839,36.5625,+03:00,Africa/Addis_Ababa
BCP,BCP,PG,Bambu,-5.85,146.4833,+10:00,Pacific/Port_Moresby
BCQ,BCQ,LY,Brach,27.6833,14.25,+02:00,Africa/Tripoli
BCR,BCR,BR,Boca Do Acre Novo Campo,-8.6333,-67.4167,-04:00,America/Porto_Velho
BCS,BCS,US,Belle Chasse Southern Seaplane Apt,30.05,-90.2333,-06:00,America/Chicago
BCT,BCT,US,Boca Raton,26.3789,-80.1075,-05:00,America/New_York
BCU,BCU,NG,Bauchi,10.2925,9.8172,+01:00,Africa/Lagos
BCV,BCV,BZ,Belmopan Hector Silva,17.2697,-88.7767,-06:00,America/Belize
BCW,BCW,MZ,Benguerra Island,-21.8847,35.425,+02:00,Africa/Maputo
BCX,BCX,RU,Beloretsk,53.9333,58.3333,+05:00,Asia/Yekaterinburg
BCY,BCY,ET,Bulchi,6.2167,36.6667,+03:00,Africa/Addis_Ababa
BCZ,BCZ,AU,Bickerton Island,-13.7833,137.8,+09:30,Australia/Darwin
BDA,BDA,BM,Hamilton/ Bermuda,32.3642,-64.6786,-04:00,Atlantic/Bermuda
BDB,BDB,AU,Bundaberg,-24.9025,152.3208,+10:00,Australia/Brisbane
BDC,BDC,BR,Barra Do Corda,-5.4667,-45.2667,-03:00,America/Araguaina
BDD,BDD,AU,Badu Island,-10.15,142.1742,+10:00,Australia/Brisbane
BDE,BDE,US,Baudette International,48.7167,-94.6,-06:00,America/Chicago
BDF,BDF,US,Bradford Rinkenberger,41.1833,-89.65,-06:00,America/Chicago
BDG,BDG,US,Blanding Municipal,37.5833,-109.4833,-07:00,America/Denver
BDH,BDH,IR,Bandar Lengeh,26.5314,54.8275,+03:30,Asia/Tehran
BDI,BDI,SC,Bird Island,-3.7167,55.2167,+04:00,Indian/Mahe
BDJ,BDJ,ID,Banjarmasin Syamsudin Noor,-3.4422,114.7625,+08:00,Asia/Makassar
BDK,BDK,CI,Bondoukou Soko,8.0183,-2.7619,+00:00,Africa/Abidjan
BDL,HFD,US,Hartford Bradley,41.9389,-72.6833,-05:00,America/New_York
BDM,BDM,TR,Bandirma,40.3167,27.9833,+03:00,Europe/Istanbul
BDN,BDN,PK,Badin,24.8417,68.8386,+05:00,Asia/Karachi
BDO,BDO,ID,Bandung,-6.9006,107.5764,+07:00,Asia/Pontianak
BDP,BDP,NP,Bhadrapur,26.5706,88.0803,+05:45,Asia/Kathmandu
BDQ,BDQ,IN,Vadodara,22.3361,73.2264,+05:30,Asia/Kolkata
BDR,BDR,US,Bridgeport Igor I. Sikorsky,41.1636,-73.1261,-05:00,America/New_York
BDS,BDS,IT,Brindisi,40.6606,17.9481,+01:00,Europe/Rome
BDT,BDT,CD,Gbadolite,4.2547,20.9719,+01:00,Africa/Kinshasa
BDU,BDU,NO,Bardufoss,69.0558,18.5403,+01:00,Europe/Oslo
BDV,BDV,CD,Moba,-7.0833,29.7333,+02:00,Africa/Lubumbashi
BDW,BDW,AU,Bedford Downs,-17.3,127.4667,+08:00,Australia/Perth
BDX,BDX,US,Broadus,45.45,-105.4167,-07:00,America/Denver
BDY,BDY,US,Bandon,43.1167,-124.4167,-08:00,America/Los_Angeles
BDZ,BDZ,PG,Baindoung,-6.3333,146.95,+10:00,Pacific/Port_Moresby
BEA,BEA,PG,Bereina,-8.65,146.4833,+10:00,Pacific/Port_Moresby
BEB,BEB,GB,Benbecula,57.4775,-7.3664,+00:00,Europe/London
BEC,ICT,US,Wichita Beech Factory Apt,37.6833,-97.2167,-06:00,America/Chicago
BED,BED,US,Bedford Laurence G Hanscom Field,42.47,-71.2892,-05:00,America/New_York
BEE,BEE,AU,Beagle Bay,-16.9167,122.55,+08:00,Australia/Perth
BEF,BEF,NI,Bluefields,11.9908,-83.7742,-06:00,America/Managua
BEG,BEG,RS,Belgrade,44.8183,20.3092,+01:00,Europe/Belgrade
BEH,BEH,US,Benton Harbor Southwest Michigan Region,42.1333,-86.4333,-05:00,America/New_York
BEI,BEI,ET,Beica,9.3919,34.5194,+03:00,Africa/Addis_Ababa
BEJ,BEJ,ID,Tanjung Redeb Kalimarau,2.1553,117.4328,+08:00,Asia/Makassar
BEK,BEK,IN,Bareilly,28.4222,79.4508,+05:30,Asia/Kolkata
BEL,BEL,BR,Belem,-1.3792,-48.4764,-03:00,America/Araguaina
BEM,BEM,MA,Beni Mellal National,32.4,-6.3172,+01:00,Africa/Casablanca
BEN,BEN,LY,Benghazi Benina International,32.0967,20.2694,+02:00,Africa/Tripoli
BEO,NTL,AU,Newcastle Aeropelican Apt,-33.0333,151.6667,+10:00,Australia/Sydney
BEP,BEP,IN,Bellary,15.1833,76.9,+05:30,Asia/Kolkata
BEQ,BEQ,GB,Bury St Edmunds Raf Honington,52.3417,0.7739,+00:00,Europe/London
BER,BER,DE,Berlin/Brandenburg,52.3667,13.5033,+01:00,Europe/Berlin
BES,BES,FR,Brest Bretagne,48.4472,-4.4217,+01:00,Europe/Paris
BET,BET,US,Bethel,60.7797,-161.8381,-09:00,America/Anchorage
BEU,BEU,AU,Bedourie,-24.3461,139.4603,+10:00,Australia/Brisbane
BEV,BEV,IL,Beersheba,31.2833,34.7167,+02:00,Asia/Jerusalem
BEW,BEW,MZ,Beira,-19.7964,34.9075,+02:00,Africa/Maputo
BEX,BEX,GB,Raf Benson,51.6167,-1.0833,+00:00,Europe/London
BEY,BEY,LB,Beirut,33.8208,35.4883,+02:00,Asia/Beirut
BEZ,BEZ,KI,Beru,-1.3544,176.0067,+12:00,Pacific/Tarawa
BFA,BFA,PY,Bahia Negra,-20.2328,-58.1703,-04:00,America/Asuncion
BFB,BIO,ES,Bilbao Bus Station,43.2606,-2.9494,+01:00,Europe/Madrid
