Ville,Description jour,Timezone,Latitude,Longitude,Date,Heure_locale,Max_Température,Min_Température,Température_actuelle,Humidité,Precipitation,Neige,Neige_densité,Vent_rafale,Vent_vitesse,Vent_direction,Pression,Nuage,Visibilité,Radiation_solaire,Energy_solaire,Soleil_coucher,Alerte_risk,Description_detailed,Conditions_météo,Alertes_météo,Alertes_description,Vitesse_vent
Colombia,Similar temperatures continuing with a chance of rain multiple days.,America/Bogota,4.61496,-74.0694,2023-06-29,09:00:00,16.2,10.3,16.2,88.5,3.7,0.0,0.0,14.8,13.0,151.1,1022.5,69.8,,101.8,8.6,18:11:23,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,,13.0
"Grand Rapids, MI, United States",Similar temperatures continuing with no rain expected.,America/Detroit,42.9664,-85.672,2023-06-29,10:30:00,30.0,17.3,23.0,66.1,4.524,0.0,0.0,37.1,22.7,181.1,1012.2,57.8,,190.5,16.4,21:25:45,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",Air Quality Alert,"...Air Quality Alert for Today Thursday June 29th...
The Michigan Department of Environment, Great Lakes, and Energy
has declared Thursday June 29th to be an Action Day for elevated
levels of fine particulate for all of West Michigan. Pollutants are
expected to range from the Unhealthy for Sensitive Groups to
Unhealthy range with some hourly concentrations reaching the Very
Unhealthy range.
The Action Day is in effect for the following Michigan counties...
Mason, Lake, Osceola, Clare, Oceana, Newaygo, Mecosta, Isabella,
Muskegon, Montcalm, Gratiot, Ottawa, Kent, Ionia, Clinton, Allegan,
Barry, Eaton, Ingham, Van Buren, Kalamazoo, Calhoun, and Jackson.
Smoke originating from wildfires in Quebec, Canada is currently
impacting PM2.5 concentrations at the surface across the state of
Michigan this morning and this will continue through the rest of
today. The Air Quality Index is expected to range from the Unhealthy
for Sensitive Groups to Unhealthy range with some hourly
concentrations reaching the Very Unhealthy range.
Sensitive groups, such as people with lung disease (including
asthma), heart disease, and children and older adults, should limit
prolonged and heavy exertion.
Reduce or eliminate activities that contribute to air pollution, such
as outdoor burning, and use of residential wood burning devices.
Reduce vehicle trips and vehicle idling as much as possible.
Keep windows closed overnight to keep smoke from getting indoors and,
if possible, run central air conditioning with MERV-13 or higher rated
filters.
For further information please see the Michigan Department of
Environment, Great Lakes, and Energy page on the internet at...
http://www.michigan.gov/EGLE.",22.7
"Yosemite Fwy, Fresno, CA 93721, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,36.73272,-119.7782,2023-06-29,07:45:00,36.7,19.8,21.9,42.3,0.0,0.0,0.0,27.7,18.0,305.6,1010.1,5.5,,357.9,31.0,20:22:02,10.0,Clear conditions throughout the day.,Clear,Heat Advisory,"...HEAT ADVISORY REMAINS IN EFFECT FROM 11 AM SATURDAY TO 11 PM
PDT SUNDAY...
* WHAT...High temperatures of 92 to 102 degrees.
* WHERE...Mariposa-Madera Lower Sierra, Fresno-Tulare Lower
Sierra, South End of the Lower Sierra, Yosemite Valley and
Frazier Mountain Communities.
* WHEN...From 11 AM Saturday to 11 PM PDT Sunday.
* IMPACTS...Hot temperatures may cause heat illnesses to occur.",18.0
"San Luis Obispo, CA, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,35.2858,-120.663,2023-06-29,07:39:00,24.5,11.7,11.7,76.1,0.0,0.0,0.0,24.1,20.5,277.6,1012.2,50.8,,353.8,30.7,20:21:29,10.0,Clearing in the afternoon.,Partially cloudy,Excessive Heat Watch,"...EXCESSIVE HEAT WATCH REMAINS IN EFFECT FROM SATURDAY MORNING
THROUGH SUNDAY EVENING...
* WHAT...Dangerously hot conditions with temperatures over 105
degrees probable. Temperatures highest in the Antelope Valley.
* WHERE...Cuyama Valley, Santa Clarita Valley, Southern Salinas
Valley, San Luis Obispo County Interior Valleys, Western
Antelope Valley Foothills, Eastern Antelope Valley Foothills
and Antelope Valley.
* WHEN...From Saturday morning through Sunday evening.
* IMPACTS...Extreme heat will significantly increase the potential
for heat related illnesses, particularly for those working or
participating in outdoor activities.",20.5
"Lexington, KY, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,38.0486,-84.5003,2023-06-29,10:40:00,30.6,19.2,23.7,67.3,1.3,0.0,0.0,31.3,22.3,178.8,1015.3,36.3,,251.0,21.5,21:04:50,10.0,Partly cloudy throughout the day.,Partially cloudy,Air Quality Alert,"...AIR QUALITY ALERT IN EFFECT UNTIL MIDNIGHT EDT TONIGHT...
The Kentucky Energy and Environmental Cabinet has requested an
Air Quality Alert be issued for the state of Kentucky.
Everyone may experience health effects. Members of sensitive groups
may experience more serious health effects. Sensitive groups include
the elderly...children...persons with asthma or other breathing
problems...and persons with lung and heart disease. People in these
groups are advised to greatly limit their outdoor activities to
reduce their exposure to particulate pollution from Canadian
Wildfire Smoke.",22.3
"Oklahoma City, OK, United States",Similar temperatures continuing with no rain expected.,America/Chicago,35.472,-97.5211,2023-06-29,09:40:00,37.8,23.6,30.0,53.4,0.0,0.0,0.0,37.1,24.5,191.7,1009.2,24.0,,344.0,29.6,20:49:26,30.0,Partly cloudy throughout the day.,Partially cloudy,Heat Advisory,"...HEAT ADVISORY REMAINS IN EFFECT FROM NOON TODAY TO 9 PM CDT
THIS EVENING...
* WHAT...Heat index values up to 109 expected.
* WHERE...Portions of central, east central, northern, southeast
and southern Oklahoma.
* WHEN...From noon today to 9 PM CDT this evening.
* IMPACTS...Hot temperatures and high humidity may cause heat
illnesses to occur.",24.5
"Monterrey, NL, México",Similar temperatures continuing with a chance of rain Wednesday & Thursday.,America/Monterrey,25.6709,-100.31,2023-06-29,08:10:00,36.5,21.7,25.1,64.5,0.0,0.0,0.0,50.4,34.6,121.8,1009.3,12.7,,322.9,28.0,19:36:27,10.0,Clear conditions throughout the day.,Clear,,,34.6
"Kahului, HI, United States",Similar temperatures continuing with no rain expected.,Pacific/Honolulu,20.891,-156.467,2023-06-29,04:45:00,24.9,23.0,22.9,73.9,0.2,0.0,,35.6,27.0,70.4,1018.0,13.9,,339.5,29.3,19:11:01,10.0,Clear conditions throughout the day.,Clear,,,27.0
"Omaha, NE, United States",Similar temperatures continuing with a chance of rain multiple days.,America/Chicago,41.2607,-95.9403,2023-06-29,09:45:00,33.9,20.0,21.6,68.6,28.08,0.0,0.0,67.4,32.4,26.5,1009.7,51.8,,234.5,20.1,21:00:51,100.0,Partly cloudy throughout the day with strong storms possible.,"Rain, Partially cloudy",,,32.4
"McAllen, TX, United States",Similar temperatures continuing with no rain expected.,America/Chicago,26.2074,-98.2294,2023-06-29,09:45:00,37.3,25.0,30.9,66.6,0.0,0.0,0.0,38.9,29.5,137.0,1012.2,3.9,,280.2,24.1,20:29:18,60.0,Clear conditions throughout the day.,Clear,Special Weather Statement,"...HEAT INDEX VALUES BETWEEN 105 AND 110 DEGREES THIS AFTERNOON...
The combination of well above average temperatures and supportive
dew points will produce Heat Index values up to 110 degrees for a
few hours this afternoon. A few locations may briefly experience
Heat Index values a degree or two above 110 degrees. These
favored areas for higher Heat Index values include portions of
Brooks, Kenedy, Starr, and Hidalgo counties.
If spending time outside today, drink plenty of water, wear light
weight and light colored clothing, and take frequent breaks from
the heat. Young children and pets should never be left unattended
in vehicles. This is especially true during warm or hot weather
when car interiors can reach lethal temperatures in minutes.",29.5
"Brownsville, TX, United States",Similar temperatures continuing with a chance of rain Wednesday.,America/Chicago,25.9021,-97.4992,2023-06-29,09:45:00,33.9,26.1,31.4,74.5,0.0,0.0,0.0,37.1,25.9,136.3,1012.8,6.6,,291.7,25.2,20:25:43,60.0,Clear conditions throughout the day.,Clear,Special Weather Statement,"...HEAT INDEX VALUES BETWEEN 105 AND 110 DEGREES THIS AFTERNOON...
The combination of well above average temperatures and supportive
dew points will produce Heat Index values up to 110 degrees for a
few hours this afternoon. A few locations may briefly experience
Heat Index values a degree or two above 110 degrees. These
favored areas for higher Heat Index values include portions of
Brooks, Kenedy, Starr, and Hidalgo counties.
If spending time outside today, drink plenty of water, wear light
weight and light colored clothing, and take frequent breaks from
the heat. Young children and pets should never be left unattended
in vehicles. This is especially true during warm or hot weather
when car interiors can reach lethal temperatures in minutes.",25.9
"Shreveport, LA, United States",Similar temperatures continuing with a chance of rain Wednesday & Thursday.,America/Chicago,32.5149,-93.7469,2023-06-29,09:45:00,37.8,26.7,29.9,65.1,0.0,0.0,0.0,22.3,18.2,206.6,1012.9,7.3,,327.2,28.2,20:26:25,75.0,Clear conditions throughout the day.,Clear,Heat Advisory,"...HEAT ADVISORY NOW IN EFFECT UNTIL 10 AM CDT THIS MORNING...
...EXCESSIVE HEAT WARNING IN EFFECT FROM 10 AM THIS MORNING TO
8 PM CDT THIS EVENING...
...HEAT ADVISORY IN EFFECT FROM 8 PM THIS EVENING TO 8 PM CDT
FRIDAY...
* WHAT...Dangerously hot conditions with heat index values up to
113 expected this afternoon. Hot conditions will remain in the
forecast on Friday, with heat index values up to 109 expected.
* WHERE...Portions of south central and southwest Arkansas,
north central and northwest Louisiana, southeast Oklahoma and
east and northeast Texas.
* WHEN...The Excessive Heat Warning is in effect from 10 AM this
morning to 8 PM CDT this evening. A Heat Advisory will remain in
effect through 8 PM CDT Friday.
* IMPACTS...Extreme heat and humidity will significantly increase
the potential for heat related illnesses, particularly for
those working or participating in outdoor activities.",18.2
"Laredo, TX, United States",Similar temperatures continuing with no rain expected.,America/Chicago,27.5309,-99.5022,2023-06-29,09:45:00,40.6,25.6,30.7,51.6,0.0,0.0,0.0,38.9,31.3,138.9,1011.2,5.1,,325.4,28.1,20:37:23,30.0,Clear conditions throughout the day.,Clear,Special Weather Statement,"...HEAT INDEX VALUES BETWEEN 105 AND 109 DEGREES ARE EXPECTED TODAY...
The combination of warm temperatures and high dewpoints will
produce heat indices between 105 and 109 degrees today.  Residents
with outdoor activities planned are urged to drink plenty of water,
wear light weight and light colored clothing and take frequent breaks
from the heat.  Young children and pets should never be left
unattended in vehicles under any circumstances. This is especially
true during warm or hot weather when car interiors can reach lethal
temperatures in a matter of minutes.",31.3
"La Plata, Durango, CO, United States",Similar temperatures continuing with no rain expected.,America/Denver,37.40005,-108.06348,2023-06-29,08:00:00,16.7,9.0,6.3,26.2,0.0,0.0,0.0,53.6,35.3,229.9,1008.9,6.4,,370.2,32.0,20:37:08,10.0,Clear conditions throughout the day.,Clear,Red Flag Warning,"...RED FLAG WARNING REMAINS IN EFFECT FROM 11 AM THIS MORNING TO
8 PM MDT THIS EVENING FOR GUSTY WINDS, LOW RELATIVE HUMIDITY AND
DRY FUELS FOR FIRE WEATHER ZONE 294 BELOW 9000 FEET...
* AFFECTED AREA...In Colorado, Fire Weather Zone 294 Southwest
Colorado Upper West Forecast Area and Fire Weather Zone 295
Southwest Colorado Upper East Forecast Area below 9000 feet.
* WINDS...Southwest 15 to 20 mph with gusts up to 35 mph.
* RELATIVE HUMIDITY...10 to 15 percent.
* IMPACTS...Conditions will become favorable for easy ignition
and rapid spread of fires due to low relative humidity and
strong gusty winds.",35.3
"Cedar Rapids, IA, United States",Similar temperatures continuing with a chance of rain multiple days.,America/Chicago,41.9765,-91.6735,2023-06-29,09:25:00,31.2,19.7,21.9,71.0,9.2,0.0,0.0,29.5,17.4,355.9,1009.5,54.6,,253.9,21.9,20:46:14,60.0,Partly cloudy throughout the day.,Partially cloudy,Air Quality Alert,"...Air Quality Advisory Continues for the Eastern Half of Iowa
Through Midnight Thursday Night...
The Iowa Department of Natural Resources has extended an Air
Quality Advisory for the Eastern half of Iowa through Thursday
night.
Fine particulate levels near or above EPA health standards are
expected to remain elevated today and persist in these areas
through midnight Thursday night. Elevated levels of fine
particulates may be a concern over the next several days as the
smoke moves through the state.
The DNR recommends that people reduce long or intense activities,
and take more breaks during outdoor activities until air quality
conditions improve. The recommendation is especially pertinent to
individuals with heart or lung disease, older adults, children and
teenagers, and outdoor workers. People in these categories should
consider rescheduling or moving outdoor activities indoors.",17.4
"Huntsville, AL, United States",Similar temperatures continuing with a chance of rain multiple days.,America/Chicago,34.7293,-86.5851,2023-06-29,09:39:00,35.6,20.2,27.6,68.2,1.1,0.0,0.0,14.8,13.0,181.6,1014.6,16.5,,283.3,24.3,20:03:38,30.0,Clear conditions throughout the day.,Clear,Heat Advisory,"...HEAT ADVISORY REMAINS IN EFFECT UNTIL 11 AM CDT FRIDAY...
...EXCESSIVE HEAT WARNING REMAINS IN EFFECT FROM 11 AM TO 8 PM
CDT FRIDAY...
* WHAT...For the Excessive Heat Warning, dangerously hot
conditions with heat index values up to 112 expected. For the
Heat Advisory, heat index values up to 105 expected.
* WHERE...In Alabama, Lawrence, Limestone, Madison, Morgan and
Cullman Counties. In Tennessee, Moore and Lincoln Counties.
* WHEN...For the Excessive Heat Warning, from 11 AM to 8 PM CDT
Friday. For the Heat Advisory, from 11 AM this morning to 11
AM CDT Friday.
* IMPACTS...Extreme heat and humidity will significantly
increase the potential for heat related illnesses,
particularly for those working or participating in outdoor
activities.",13.0
"Birmingham, England, United Kingdom",Similar temperatures continuing with a chance of rain multiple days.,Europe/London,52.4789,-1.90592,2023-06-29,15:40:00,19.3,12.8,19.7,70.5,0.3,0.0,0.0,35.3,19.9,321.0,1016.8,57.7,,240.3,20.7,21:34:07,10.0,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,,19.9
"Tucson, AZ, United States",Similar temperatures continuing with no rain expected.,America/Phoenix,32.2218,-110.97,2023-06-29,07:36:00,40.6,25.5,24.5,19.5,0.0,0.0,0.0,44.3,29.5,247.0,1006.5,0.8,,357.3,30.9,19:34:34,10.0,Clear conditions throughout the day.,Clear,Excessive Heat Watch,"...EXCESSIVE HEAT WATCH REMAINS IN EFFECT FROM SATURDAY MORNING
THROUGH TUESDAY EVENING...
* WHAT...Dangerously hot conditions with a high heat risk and
afternoon temperatures from 109 to 115.
* WHERE...Western Pima County, Tohono O`odham Nation and South
Central Pinal County.
* WHEN...From Saturday morning through Tuesday evening.
* IMPACTS...Extreme heat will significantly increase the
potential for heat related illnesses, particularly for those
working or participating in outdoor activities.",29.5
"El Paso, TX, United States",Similar temperatures continuing with no rain expected.,America/Denver,31.7592,-106.487,2023-06-29,08:30:00,37.2,27.5,28.5,23.3,0.0,0.0,0.0,57.6,23.0,229.9,1005.8,62.2,,257.5,22.1,20:15:27,10.0,Partly cloudy throughout the day.,Partially cloudy,Heat Advisory,"...HEAT ADVISORY REMAINS IN EFFECT UNTIL MIDNIGHT MDT FRIDAY
NIGHT...
* WHAT...Hot daytime temperatures with afternoon highs 102 to 105
degrees. Morning low temperatures in the lower to mid 60s.
* WHERE...In Texas, portions of El Paso County including the El
Paso metro and the lower Rio Grande Valley in Hudspeth County.
* WHEN...Until midnight MDT Friday night.
* IMPACTS...Extreme heat will significantly increase the
potential for heat related illnesses, particularly for those
working or participating in outdoor activities.",23.0
"Mobile, AL, United States",Similar temperatures continuing with a chance of rain multiple days.,America/Chicago,30.6865,-88.053,2023-06-29,09:45:00,36.2,26.0,32.0,63.6,0.0,0.0,0.0,20.5,13.0,142.6,1014.6,7.8,,293.7,25.4,19:59:03,75.0,Clear conditions throughout the day.,Clear,Excessive Heat Watch,"...EXCESSIVE HEAT WARNING REMAINS IN EFFECT FROM 11 AM THIS
MORNING TO 7 PM CDT THIS EVENING...
...EXCESSIVE HEAT WATCH REMAINS IN EFFECT FROM FRIDAY MORNING
THROUGH FRIDAY EVENING...
* WHAT...For the Excessive Heat Warning, dangerously hot
conditions with heat index values up to 114 expected. For the
Excessive Heat Watch, dangerously hot conditions with heat index
values up to 115 possible.
* WHERE...Portions of southwest Alabama, northwest Florida and
southeast Mississippi.
* WHEN...For the Excessive Heat Warning, from 11 AM this morning
to 7 PM CDT this evening. For the Excessive Heat Watch, from
Friday morning through Friday evening.
* IMPACTS...Extreme heat and humidity will significantly
increase the potential for heat related illnesses,
particularly for those working or participating in outdoor
activities.
* ADDITIONAL DETAILS...High heat indices will likely continue
into the weekend with additional heat related products likely
becoming necessary.",13.0
"Pensacola, FL, United States","Similar temperatures continuing with a chance of rain Tuesday, Wednesday & Thursday.",America/Chicago,30.4209,-87.2172,2023-06-29,09:40:00,33.4,25.3,30.8,68.9,0.0,0.0,0.0,22.3,14.8,151.1,1014.5,3.7,,438.7,37.7,19:55:03,75.0,Clear conditions throughout the day.,Clear,Excessive Heat Watch,"...HEAT ADVISORY REMAINS IN EFFECT FROM 11 AM THIS MORNING TO
7 PM CDT THIS EVENING...
...EXCESSIVE HEAT WATCH REMAINS IN EFFECT FROM FRIDAY MORNING
THROUGH FRIDAY EVENING...
* WHAT...For the Heat Advisory, heat index values up to 111
expected. For the Excessive Heat Watch, dangerously hot
conditions with heat index values up to 115 possible.
* WHERE...In Alabama, Choctaw, Washington, Clarke and Baldwin
Inland Counties. In Florida, Escambia Inland County.
* WHEN...For the Heat Advisory, from 11 AM this morning to 7 PM
CDT this evening. For the Excessive Heat Watch, from Friday
morning through Friday evening.
* IMPACTS...Extreme heat and humidity will significantly
increase the potential for heat related illnesses,
particularly for those working or participating in outdoor
activities.
* ADDITIONAL DETAILS...High heat indices will likely continue
into the weekend with additional heat related products likely
becoming necessary.",14.8
"Corpus Christi, TX, United States",Similar temperatures continuing with no rain expected.,America/Chicago,27.7964,-97.4037,2023-06-29,09:30:00,31.2,26.3,29.6,83.9,0.0,0.0,0.0,37.1,29.5,135.7,1013.4,10.6,,313.1,27.1,20:29:36,75.0,Clear conditions throughout the day.,Clear,Special Weather Statement,"...HEAT INDEX VALUES BETWEEN 105 AND 109 DEGREES ARE EXPECTED TODAY...
The combination of warm temperatures and high dewpoints will
produce heat indices between 105 and 109 degrees today.  Residents
with outdoor activities planned are urged to drink plenty of water,
wear light weight and light colored clothing and take frequent breaks
from the heat.  Young children and pets should never be left
unattended in vehicles under any circumstances. This is especially
true during warm or hot weather when car interiors can reach lethal
temperatures in a matter of minutes.",29.5
"E Midland St, Odessa, TX 79761, United States",Similar temperatures continuing with no rain expected.,America/Chicago,31.8338,-102.357,2023-06-29,09:45:00,37.8,25.9,29.8,29.9,0.0,0.0,0.0,55.4,40.7,163.1,1007.9,4.3,,361.9,31.3,20:59:07,10.0,Clear conditions throughout the day.,Clear,,,40.7
"Lubbock, TX, United States",Similar temperatures continuing with a chance of rain Saturday & Sunday.,America/Chicago,33.5845,-101.845,2023-06-29,09:33:00,37.8,24.3,27.9,27.6,0.0,0.0,0.0,51.8,37.1,175.4,1007.8,21.1,,366.4,31.4,21:01:36,10.0,Partly cloudy throughout the day.,Partially cloudy,,,37.1
"Lafayette, LA, United States",Similar temperatures continuing with a chance of rain multiple days.,America/Chicago,30.2203,-92.0171,2023-06-29,09:45:00,37.3,27.8,31.9,68.3,0.0,0.0,0.0,22.3,13.0,238.0,1014.1,9.2,,288.8,24.8,20:13:46,75.0,Clear conditions throughout the day.,Clear,Excessive Heat Warning,"...EXCESSIVE HEAT WARNING REMAINS IN EFFECT FROM 11 AM THIS
MORNING TO 7 PM CDT THIS EVENING...
...EXCESSIVE HEAT WARNING IN EFFECT FROM 11 AM TO 7 PM CDT
FRIDAY...
* WHAT...For the first Excessive Heat Warning, dangerously hot
conditions with heat index values up to 114 expected. For the
second Excessive Heat Warning, dangerously hot conditions with
heat index values up to 113 expected.
* WHERE...Portions of central, south central and southwest
Louisiana.
* WHEN...For the first Excessive Heat Warning, from 11 AM this
morning to 7 PM CDT this evening. For the second Excessive
Heat Warning, from 11 AM to 7 PM CDT Friday.
* IMPACTS...Extreme heat and humidity will significantly
increase the potential for heat related illnesses,
particularly for those working or participating in outdoor
activities.",13.0
"Baton Rouge, LA, United States",Similar temperatures continuing with a chance of rain multiple days.,America/Chicago,30.4433,-91.1866,2023-06-29,09:40:00,37.8,26.7,30.9,70.2,0.0,0.0,0.0,18.4,14.7,258.5,1013.9,7.5,,317.9,27.3,20:10:59,75.0,Clear conditions throughout the day.,Clear,Excessive Heat Warning,"...EXCESSIVE HEAT WARNING REMAINS IN EFFECT FROM 10 AM THIS
MORNING TO 8 PM CDT THIS EVENING...
...EXCESSIVE HEAT WARNING REMAINS IN EFFECT FROM 10 AM TO 8 PM
CDT FRIDAY...
* WHAT...Dangerously hot conditions with heat index values
115-120 degrees expected in many areas.
* WHERE...Southeast Louisiana and southern Mississippi.
* WHEN...From 10 AM to 8 PM CDT Today and again on Friday.
* IMPACTS...Extreme heat and humidity will significantly
increase the potential for heat related illnesses,
particularly for those working or participating in outdoor
activities.",14.7
"Billings, MT, United States",Cooling down with no rain expected.,America/Denver,45.7843,-108.506,2023-06-29,08:45:00,26.2,11.8,16.0,61.5,0.0,0.0,0.0,14.8,18.4,214.3,1014.2,14.7,,345.2,29.7,21:07:54,10.0,Clear conditions throughout the day.,Clear,,,18.4
"Des Moines, IA, United States",Similar temperatures continuing with a chance of rain multiple days.,America/Chicago,41.5898,-93.6154,2023-06-29,09:45:00,32.3,21.2,22.2,69.3,9.7,0.0,0.0,18.4,13.1,5.7,1009.8,46.9,,234.6,20.0,20:52:40,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",Severe Thunderstorm Warning,"The National Weather Service in Des Moines  has issued a
* Severe Thunderstorm Warning for...
Southern Polk County in central Iowa...
Madison County in south central Iowa...
Dallas County in central Iowa...
Northern Warren County in south central Iowa...
* Until 1015 AM CDT.
* At 928 AM CDT, a severe thunderstorm was located over Winterset,
moving northeast at 55 mph.
HAZARD...60 mph wind gusts.
SOURCE...Radar indicated.
IMPACT...Expect damage to roofs, siding, and trees.
* Locations impacted include...
Des Moines, West Des Moines, Urbandale, Johnston, Clive, Indianola,
Waukee, Norwalk, Pleasant Hill, Grimes, Winterset, Adel, Windsor
Heights, Carlisle, Dallas Center, Earlham, De Soto, Van Meter,
Southridge Mall and Jordan Creek Town Center.
This includes the following highways...
Interstate 35 between mile markers 51 and 72.
Interstate 80 between mile markers 97 and 131.
Interstate 235 between mile markers 1 and 11.
HAIL THREAT...RADAR INDICATED
MAX HAIL SIZE...<.75 IN
WIND THREAT...RADAR INDICATED
MAX WIND GUST...60 MPH",13.1
"Madison, WI, United States",Similar temperatures continuing with a chance of rain Wednesday & Thursday.,America/Chicago,43.0731,-89.3864,2023-06-29,09:45:00,31.2,20.4,25.3,61.1,17.3,0.0,0.0,29.7,17.9,216.5,1009.7,67.9,,253.4,21.7,20:40:59,60.0,Partly cloudy throughout the day with storms possible.,Partially cloudy,Air Quality Alert,"...AIR QUALITY ADVISORY ISSUED FOR ALL OF WISCONSIN...
The Wisconsin Department of Natural Resources has issued an Air
Quality Advisory for PM2.5 which will remain in effect until noon
Thursday, June 29th. This advisory affects all of southern and
south central Wisconsin.
Smoke originating from Canadian wildfires will spread from
north-to-south on Monday, June 26, impacting PM2.5 concentrations
at the surface. We expect this situation to remain highly dynamic
over the coming days and will adjust messaging as needed.
For Monday, June 26th, we expect the heaviest smoke impacts
across the eastern half of the state, where the Air Quality Index
(AQI) is expected to be within the UNHEALTHY category but could
reach the VERY UNHEALTHY category. People with heart or lung
disease, older adults, and children should avoid prolonged or
heavy exertion and consider avoiding all physical outdoor
activities; everyone else should reduce prolonged or heavy
exertion and consider avoiding prolonged or heavy exertion.
At this time, we anticipate the eastern half of the state to see
the heaviest surface smoke through the episode, with noon Tuesday
through noon Wednesday currently appearing to be the timing of
heaviest impact. The AQI will likely range from the UNHEALTHY to
VERY UNHEALTHY categories, but we cannot rule out the possibility
of the AQI reaching the HAZARDOUS category.
For more information on current air quality, please see:
https://airquality.wi.gov",17.9
"Westchester Way W, Brantford, ON N3R, Canada",Similar temperatures continuing with a chance of rain multiple days.,America/Toronto,43.188,-80.2646,2023-06-29,10:40:00,25.7,9.9,25.1,63.5,0.0,0.0,0.0,14.8,10.1,178.7,1016.1,27.9,,307.8,26.5,21:04:55,10.0,Partly cloudy throughout the day.,Partially cloudy,air quality,"
High levels of air pollution due to smoke from forest fires will likely return today or tonight.

Smoke plumes from forest fires in northeastern Ontario and Quebec is forecast to return to the area today or tonight. As a result, the air quality is expected deteriorate once again. The poor air quality will likely last into Friday.

Air quality and visibility due to wildfire smoke can fluctuate over short distances and can vary considerably from hour to hour.

For more details, please consult www.canada.ca/en/environment-climate-change/services/air-quality-health-index/wildfire-smoke.html.

###

Wildfire smoke can be harmful to everyone’s health even at low concentrations. Everyone can take action to reduce their exposure to wildfire smoke.

People with lung disease (such as asthma) or heart disease, older adults, children, pregnant people, and people who work outdoors are at higher risk of experiencing health effects caused by wildfire smoke. Speak with your health care provider about developing a management plan for wildfire smoke events and maintaining a supply of necessary medications at home and always carrying these medications with you during wildfire season.

Visit www.airhealth.ca for information on how to reduce your health risk and your personal contribution to pollution levels, as well as for current and forecast AQHI values.

Please continue to monitor alerts and forecasts issued by Environment Canada.
",10.1
"Fayetteville, AR, United States",Similar temperatures continuing with a chance of rain Thursday.,America/Chicago,36.0632,-94.1579,2023-06-29,09:45:00,37.3,25.7,30.5,57.6,0.0,0.0,0.0,37.1,22.3,211.9,1010.7,2.4,,344.3,29.5,20:37:38,75.0,Clear conditions throughout the day.,Clear,Heat Advisory,"...HEAT ADVISORY REMAINS IN EFFECT FROM NOON TODAY TO 9 PM CDT
THIS EVENING...
* WHAT...Heat index values from 105 to near 110 degrees expected.
* WHERE...Portions of northwest and west central Arkansas and
east central, northeast and southeast Oklahoma.
* WHEN...From noon to 9 PM CDT Thursday.
* IMPACTS...Hot temperatures and high humidity will combine to
create a dangerous situation in which heat illnesses are
possible.",22.3
"Fargo, ND, United States",Cooling down with a chance of rain Tuesday & Wednesday.,America/Chicago,46.8759,-96.7818,2023-06-29,09:45:00,28.4,17.1,24.7,64.0,0.581,0.0,0.0,38.9,27.7,296.1,1010.4,13.4,,317.7,27.5,21:25:34,30.0,Clear conditions throughout the day with storms possible.,Rain,Child Abduction Emergency,"...CHILD ABDUCTION EMERGENCY...
This Amber Alert is being transmitted by the North Dakota Highway
Patrol and North Dakota Bureau of Criminal Investigations at the
request of the Fargo Police Department.
On June 28, 2023, Beatris Decoteau was abducted from Fargo.
Beatris is a white 3 year old female. Beatris may be with Breanna
Ziegler. Breanna Ziegler is a 22 year old white female who
has blonde hair and blue eyes. She is 5 feet 7 inches tall and
weighs 150 pounds.
Terell Decoteau has been located and is no longer being sought by
the Fargo Police Department. The 2013 gray Chevrolet Sonic has
also been located. If you have any information regarding the
location of Beatris or Ziegler call 9 1 1. The above AMBER alert
information is available to the public by calling 5 1 1 and at
www.ndresponse.gov/alert.",27.7
"Santa Barbara, Heredia, Costa Rica",Similar temperatures continuing with a chance of rain multiple days.,America/Costa_Rica,10.037,-84.1602,2023-06-29,08:40:00,29.7,18.8,24.8,70.8,1.8,0.0,0.0,44.6,25.9,98.5,1012.1,37.2,,262.0,22.7,18:01:16,30.0,Becoming cloudy in the afternoon with storms possible.,"Rain, Partially cloudy",,,25.9
