City,Description jour,Timezone,Latitude,Longitude,Date,Current time,Max_Température,Min_Température,Current temperature,Humidité,Precipitation,Neige,Neige_densité,Vent_rafale,Vent_vitesse,Vent_direction,Pression,Nuage,Visibilité,Solar radiation,Energy_solaire,Soleil_coucher,Alert risk,Description,Weather conditions,Weather alerts,Alertes_description,Vitesse_vent
"Calle Carlos Manuel de Céspedes, Bayamo, Cuba",Similar temperatures continuing with a chance of rain multiple days.,America/Havana,20.36981,-76.64716,2023-07-06,16:50:00,34.0,23.0,32.4,77.4,0.0,0.0,0.0,27.4,18.4,71.1,1016.0,18.2,,331.8,28.5,19:50:57,75.0,Clear conditions throughout the day with strong storms possible.,Clear,,,18.4
"Bayankhongor, Mongolia",Similar temperatures continuing with no rain expected.,Asia/Ulaanbaatar,46.3372,99.0863,2023-07-07,05:20:00,23.7,12.2,18.4,41.1,0.0,0.0,0.0,39.6,21.6,131.5,1007.0,34.7,,326.4,28.1,21:17:42,10.0,Partly cloudy throughout the day.,Partially cloudy,,,21.6
"Bonito, MS, Brasil",Cooling down with a chance of rain Wednesday.,America/Campo_Grande,-21.1309,-56.4805,2023-07-06,17:00:00,28.9,15.5,22.8,55.4,0.0,0.0,0.0,25.6,15.5,23.7,1013.1,49.8,,189.8,16.5,17:17:33,10.0,Partly cloudy throughout the day.,Partially cloudy,,,15.5
"Barimunda, Kandarpur, OD, India",Similar temperatures continuing with a chance of rain multiple days.,Asia/Kolkata,20.4055,86.0176,2023-07-07,02:30:00,34.2,27.0,27.0,74.8,8.6,0.0,0.0,35.3,19.4,183.6,1002.3,95.2,,192.1,16.6,18:30:20,30.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,19.4
"Bunyu, Bulungan, Indonesia",Similar temperatures continuing with a chance of rain multiple days.,Asia/Makassar,3.46993,117.86109,2023-07-07,05:00:00,29.2,26.6,24.0,77.1,9.0,0.0,,17.3,15.8,58.8,1010.1,65.8,,273.8,23.5,18:22:52,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,15.8
"Fort Irwin, CA, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,35.1582,-116.764,2023-07-06,13:55:00,38.4,20.9,35.5,17.0,0.0,0.0,0.0,50.0,37.1,250.5,1006.1,2.4,,372.6,32.3,20:04:48,10.0,Clear conditions throughout the day.,Clear,,,37.1
"Bantry, Ireland",Similar temperatures continuing with a chance of rain multiple days.,Europe/Dublin,51.6802,-9.45064,2023-07-06,22:00:00,16.8,10.0,16.6,92.7,20.8,0.0,0.0,73.1,33.5,186.8,1006.6,89.8,,17.6,1.3,21:56:58,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",Yellow Rain,"Update: Heavy rain at times, with highest accumulations in mountainous regions. Unseasonably windy conditions also.

Potential Impacts:

Localised flooding
Difficult travelling conditions
Increased debris
Damage to temporary outdoor structures",33.5
"Bayreuth, Bayern, Deutschland",Similar temperatures continuing with a chance of rain Sunday & Monday.,Europe/Berlin,49.9454,11.5713,2023-07-06,23:16:00,23.1,9.6,16.6,55.7,0.0,0.0,0.0,26.3,15.7,253.0,1018.8,41.2,,337.6,29.3,21:24:04,10.0,Partly cloudy throughout the day.,Partially cloudy,,,15.7
"Beira Road, 12 Colombo, Sri Lanka",Similar temperatures continuing with a chance of rain multiple days.,Asia/Colombo,6.93559,79.85666,2023-07-07,01:40:00,27.6,26.2,27.0,82.8,19.2,0.0,,50.0,40.0,251.3,1011.0,99.9,,228.0,19.7,18:30:44,30.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,40.0
"Blakely Island, WA, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,48.58223,-122.8204,2023-07-06,14:12:00,24.6,12.5,24.8,70.4,0.0,0.0,0.0,29.5,22.3,149.2,1011.9,14.3,,308.2,26.7,21:15:04,10.0,Clear conditions throughout the day.,Clear,,,22.3
"Baniyala, Taranagar Sub-District, RJ, India","Similar temperatures continuing with a chance of rain tomorrow, Sunday & Monday.",Asia/Kolkata,28.87064,74.84862,2023-07-07,03:00:00,38.1,27.5,29.4,55.0,2.6,0.0,0.0,31.0,30.6,121.0,999.8,54.8,,289.0,24.9,19:32:46,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,30.6
"Playa Bonanza, Santiago Sur, 08800 Iztacalco, CDMX, México",Similar temperatures continuing with a chance of rain multiple days.,America/Mexico_City,19.38636,-99.12637,2023-07-06,14:48:00,23.4,14.2,25.7,69.1,6.1,0.0,0.0,13.7,15.0,41.2,1015.7,87.2,,191.0,16.5,19:18:57,10.0,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,,15.0
"Bazaruto, Inhambane, Moçambique",Similar temperatures continuing with a chance of rain Thursday.,Africa/Maputo,-21.53494,35.20069,2023-07-06,21:00:00,25.0,17.0,22.0,75.4,4.3,0.0,,32.8,30.6,156.7,1025.6,45.1,,165.7,14.4,17:09:57,10.0,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,,30.6
"Balranald, NSW 2715, Australia",Similar temperatures continuing with no rain expected.,Australia/Sydney,-34.64123,143.56536,2023-07-07,07:00:00,14.7,6.2,6.2,76.5,0.0,0.0,0.0,55.1,27.0,291.7,1013.8,10.3,,131.3,11.3,17:28:21,10.0,Clear conditions throughout the day.,Clear,,,27.0
"Goldson Ave, Belize City, Belize",Similar temperatures continuing with a chance of rain multiple days.,America/Belize,17.51016,-88.19469,2023-07-06,15:00:00,32.0,27.2,32.0,78.6,6.0,0.0,,25.6,22.3,79.3,1012.4,56.2,,317.9,27.5,18:31:40,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,22.3
"Benton Dr, Redding, CA 96003, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,40.59905,-122.39957,2023-07-06,14:17:00,35.6,19.5,34.4,40.7,0.0,0.0,0.0,29.5,18.4,175.8,1008.8,4.5,,319.4,27.5,20:43:14,10.0,Clear conditions throughout the day.,Clear,,,18.4
"Bydgoszcz, Woj. Kujawsko-Pomorskie, Polska",Similar temperatures continuing with no rain expected.,Europe/Warsaw,53.1193,18.0081,2023-07-06,23:00:00,23.0,12.0,13.0,65.8,1.4,0.0,0.0,33.8,18.4,263.2,1016.6,53.3,,59.3,5.3,21:15:15,10.0,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,,18.4
"Bumi Hills, Kariba, Zimbabwe",Similar temperatures continuing with no rain expected.,Africa/Harare,-16.8158,28.35259,2023-07-06,16:00:00,28.0,15.0,27.0,52.9,0.0,0.0,,14.4,18.4,253.7,1021.4,1.7,,214.1,18.6,17:46:10,10.0,Clear conditions throughout the day.,Clear,,,18.4
"Balıkesir, Türkiye",Similar temperatures continuing with no rain expected.,Europe/Istanbul,39.6454,27.8862,2023-07-07,23:50:00,33.9,19.9,25.0,61.4,0.0,0.0,0.0,42.1,20.9,7.6,1010.9,3.8,,341.7,29.4,20:38:56,10.0,Clear conditions throughout the day.,Clear,,,20.9
"Брянск, Центральный федеральный округ, Россия",Similar temperatures continuing with a chance of rain today & tomorrow.,Europe/Moscow,53.2341,34.357,2023-07-07,00:00:00,25.2,19.5,20.1,88.5,10.5,0.0,0.0,36.7,8.6,209.1,1015.0,93.6,,226.9,19.8,21:09:54,30.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,8.6
"বরিশাল, Bangladesh",Similar temperatures continuing with a chance of rain multiple days.,Asia/Dhaka,22.6944,90.3634,2023-07-07,03:00:00,29.5,26.5,26.6,87.1,25.6,0.0,0.0,39.2,20.9,168.6,1005.3,96.3,,101.6,8.7,18:47:30,30.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,20.9
"Bemolanga, Ambatomainty, Madagascar",Similar temperatures continuing with no rain expected.,Indian/Antananarivo,-17.66601,45.32101,2023-07-07,00:00:00,31.0,16.5,17.5,38.8,0.0,0.0,0.0,28.4,18.7,69.0,1020.9,16.6,,211.1,18.3,17:37:03,10.0,Clear conditions throughout the day.,Clear,,,18.7
"Bozeman, MT, United States",Similar temperatures continuing with no rain expected.,America/Denver,45.6793,-111.032,2023-07-06,15:18:00,22.8,9.4,20.2,67.0,0.671,0.0,0.0,24.1,16.6,54.8,1013.6,32.2,,200.5,17.3,21:15:44,10.0,Partly cloudy throughout the day with afternoon rain.,"Rain, Partially cloudy",,,16.6
"Bolzano, Trentino-Alto Adige, Italia",Similar temperatures continuing with a chance of rain multiple days.,Europe/Rome,46.4953,11.3535,2023-07-06,22:50:00,24.7,7.5,18.8,76.8,10.1,0.0,0.0,25.9,19.7,29.6,1019.5,64.5,,120.0,10.5,21:09:36,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,,19.7
"Bizant St, Amaroo ACT 2914, Australia",Similar temperatures continuing with a chance of rain tomorrow.,Australia/Sydney,-35.17365,149.13473,2023-07-07,07:15:00,7.0,3.1,5.6,90.5,1.0,0.0,0.0,45.0,27.7,307.2,1012.0,85.7,,27.1,2.3,17:04:43,10.0,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",,,27.7
"Bolzano, Trentino-Alto Adige, Italia",Similar temperatures continuing with a chance of rain multiple days.,Europe/Rome,46.4953,11.3535,2023-07-06,22:50:00,24.7,7.5,18.8,76.8,10.1,0.0,0.0,25.9,19.7,29.6,1019.5,64.5,,120.0,10.5,21:09:36,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,,19.7
"Avenue de Béziers, 34450 Vias, France",Similar temperatures continuing with no rain expected.,Europe/Paris,43.3131,3.413,2023-07-06,23:15:00,30.0,21.0,22.9,52.9,0.0,0.0,0.0,19.4,18.3,199.5,1015.0,96.7,,293.0,25.4,21:29:14,5.0,Cloudy skies throughout the day.,Overcast,,,18.3
"Carrer de Guillem de Béziers, 25001 Lleida (Lleida), Espanya",Similar temperatures continuing with a chance of rain tomorrow.,Europe/Madrid,41.60617,0.62158,2023-07-06,23:15:00,27.9,20.0,20.0,75.1,15.0,0.0,0.0,40.0,25.3,76.4,1015.9,54.3,,149.5,12.9,21:34:32,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",Moderate rain warning,One-hour accumulated precipitation: 20 mm. Persistencia de chubascos intensos.,25.3
"Eagle Air Park, Brazoria, TX 77422, United States",Similar temperatures continuing with a chance of rain tomorrow.,America/Chicago,28.98174,-95.58057,2023-07-06,15:55:00,32.3,25.7,27.7,84.2,4.362,0.0,0.0,63.0,14.7,167.8,1016.5,50.5,,72.6,6.3,20:24:48,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",Rip Current Statement,"...HIGH RIP CURRENT RISK IN EFFECT THROUGH THIS EVENING...
* WHAT...Dangerous rip currents.
* WHERE...Matagorda Islands, Brazoria Islands, Galveston Island
and Bolivar Peninsula Counties.
* WHEN...Through this evening.
* IMPACTS...Rip currents can sweep even the best swimmers away
from shore into deeper water.",14.7
"Brazzaville, République du Congo",Similar temperatures continuing with no rain expected.,Africa/Brazzaville,-4.27934,15.2604,2023-07-06,22:00:00,29.0,20.0,23.0,73.9,0.0,0.0,0.0,11.5,9.5,248.5,1015.1,45.6,,263.8,22.9,18:00:12,10.0,Partly cloudy throughout the day.,Partially cloudy,,,9.5
"Brize Norton, Carterton, England, United Kingdom",Similar temperatures continuing with a chance of rain multiple days.,Europe/London,51.766,-1.56647,2023-07-06,21:50:00,20.9,8.9,14.9,67.8,0.0,0.0,0.0,44.3,22.6,203.0,1014.8,47.8,,259.7,22.4,21:25:54,10.0,Partly cloudy throughout the day.,Partially cloudy,,,22.6
"El Aguacate, Tonchigue, Esmeraldas, Ecuador",Similar temperatures continuing with a chance of rain multiple days.,America/Guayaquil,0.763,-79.92585,2023-07-06,16:00:00,27.5,24.7,26.9,85.4,3.1,0.0,,26.3,20.9,224.0,1010.7,88.6,,235.4,20.4,18:29:25,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,20.9
"Cabinda, Angola",Similar temperatures continuing with no rain expected.,Africa/Luanda,-5.56085,12.1945,2023-07-06,22:00:00,27.0,20.6,22.9,80.9,0.0,0.0,0.0,19.1,18.0,202.4,1013.9,44.6,,254.3,22.1,18:10:19,10.0,Clearing in the afternoon.,Partially cloudy,,,18.0
"Cadillac, MI, United States",Similar temperatures continuing with no rain expected.,America/Detroit,44.25084,-85.40266,2023-07-06,17:15:00,24.7,15.0,22.5,77.3,3.47,0.0,0.0,29.5,18.4,348.2,1013.7,63.0,,239.8,20.6,21:27:49,10.0,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",,,18.4
Colombia,Similar temperatures continuing with a chance of rain multiple days.,America/Bogota,4.61496,-74.0694,2023-07-06,16:00:00,19.2,10.2,17.2,86.4,2.6,0.0,0.0,10.8,23.7,91.4,1023.8,72.1,,200.3,17.2,18:12:27,10.0,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,,23.7
"Carauari, AM, Brasil",Similar temperatures continuing with a chance of rain Sunday & Thursday.,America/Manaus,-4.87769,-66.90012,2023-07-06,17:00:00,34.6,22.9,27.9,73.5,0.0,0.0,0.0,18.4,7.6,46.7,1010.6,79.5,,152.3,13.1,18:27:53,30.0,Partly cloudy throughout the day.,Partially cloudy,,,7.6
"Cagliari, Sardegna, Italia",Warming up with a chance of rain tomorrow.,Europe/Rome,39.2146,9.11049,2023-07-06,23:16:00,31.5,20.0,26.3,65.4,0.0,0.0,0.0,21.6,24.3,176.3,1014.6,30.3,,322.5,27.9,20:52:58,10.0,Partly cloudy throughout the day.,Partially cloudy,Yellow High-temperature Warning,"Moderate intensity weather phenomena expected
 (DISCLAIMER: ""Information provided on METEOALARM for Italy regard only the intensity and recurrence of the phenomena, further details can be found at www.meteoam.it. METEOALARM information do not provide the assessment of impact on the territory and they do not represent the Official Alerts messages that are issued by the National Civil Protection Service https://www.protezionecivile.gov.it"")",24.3
"Cà Mau, Việt Nam",Similar temperatures continuing with a chance of rain multiple days.,Asia/Ho_Chi_Minh,9.17651,105.151,2023-07-07,04:00:00,34.2,25.4,26.0,72.3,5.2,0.0,0.0,20.5,13.7,267.7,1009.1,77.4,,179.3,15.7,18:23:23,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,13.7
"القاهرة, مصر",Similar temperatures continuing with no rain expected.,Africa/Cairo,30.0443,31.2353,2023-07-07,00:00:00,36.5,23.1,28.0,54.0,0.0,0.0,0.0,37.1,14.4,331.2,1009.3,23.9,,322.2,27.7,19:59:55,10.0,Partly cloudy throughout the day.,Partially cloudy,,,14.4
"Canaima, Colombia",Similar temperatures continuing with a chance of rain multiple days.,America/Bogota,8.97192,-76.23791,2023-07-06,16:00:00,30.0,23.0,29.0,86.2,12.9,0.0,,20.2,16.6,256.1,1009.7,87.5,,113.9,9.9,18:28:33,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,16.6
"Akron, OH, United States",Similar temperatures continuing with a chance of rain Saturday & Sunday.,America/New_York,41.0843,-81.5143,2023-07-06,17:20:00,30.4,21.5,29.2,73.0,12.7,0.0,0.0,31.7,22.9,222.0,1012.4,32.0,,164.5,14.2,21:01:18,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,22.9
"Campbeltown, Scotland, United Kingdom",Similar temperatures continuing with a chance of rain tomorrow & Thursday.,Europe/London,55.4266,-5.60839,2023-07-06,21:50:00,15.9,12.0,14.0,87.0,11.5,0.0,0.0,86.4,46.3,164.1,1006.6,66.1,,111.1,9.5,22:04:21,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,,46.3
"Camiri, Santa Cruz, Estado Plurinacional de Bolivia",Cooling down with a chance of rain Wednesday.,America/La_Paz,-20.03977,-63.52324,2023-07-06,17:00:00,31.0,14.0,29.0,75.8,0.0,0.0,0.0,18.7,11.2,311.1,1010.1,32.3,,198.8,17.0,17:47:48,10.0,Partly cloudy throughout the day.,Partially cloudy,,,11.2
中国广州,Similar temperatures continuing with no rain expected.,Asia/Shanghai,23.144,113.246,2023-07-07,05:00:00,37.0,28.5,29.0,61.0,0.0,0.0,0.0,30.2,24.8,199.5,1007.7,63.5,,274.7,23.6,19:16:53,30.0,Partly cloudy throughout the day.,Partially cloudy,,,24.8
"Airpark St, Clayton, NM 88415, United States",Similar temperatures continuing with no rain expected.,America/Denver,36.44875,-103.15972,2023-07-06,15:20:00,28.9,15.0,27.0,73.9,0.0,0.0,0.0,55.4,44.6,147.2,1013.3,65.6,,282.3,24.5,20:13:55,60.0,Partly cloudy throughout the day.,Partially cloudy,,,44.6
"Chemin de la Caribou, Saguenay, QC G7G, Canada",Similar temperatures continuing with a chance of rain multiple days.,America/Toronto,48.46177,-71.04301,2023-07-06,17:02:00,33.5,18.8,32.7,67.3,1.6,0.0,0.0,31.7,16.4,132.4,1010.1,52.2,,306.4,26.6,20:47:29,30.0,Partly cloudy throughout the day with storms possible.,Partially cloudy,,,16.4
"أنفا, الدار البيضاء, الدار البيضاء - سطات, المغرب",Similar temperatures continuing with no rain expected.,Africa/Casablanca,33.59306,-7.66055,2023-07-06,22:00:00,26.4,17.9,23.7,81.5,0.0,0.0,0.0,39.2,15.3,358.8,1013.4,37.7,,318.0,27.5,20:44:20,10.0,Partly cloudy throughout the day.,Partially cloudy,,,15.3
"Tires, Cascais, Portugal",Warming up with no rain expected.,Europe/Lisbon,38.71841,-9.34702,2023-07-06,22:18:00,25.4,18.3,19.4,69.8,0.0,0.0,0.0,39.6,24.2,334.5,1015.1,40.5,,300.0,25.9,21:05:17,10.0,Partly cloudy throughout the day.,Partially cloudy,,,24.2
"Rua Oscar Laranjeiras, Indianópolis, Caruaru - PE, 55024-120, Brasil","Similar temperatures continuing with a chance of rain tomorrow, Saturday & Sunday.",America/Recife,-8.28668,-35.96345,2023-07-06,18:00:00,24.8,17.4,19.4,89.7,2.0,0.0,0.0,40.0,20.5,162.7,1017.3,73.0,,162.6,14.0,17:18:23,10.0,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,,20.5
"Cazombo, Alto Zambeze, Angola",Similar temperatures continuing with no rain expected.,Africa/Luanda,-11.89489,22.90331,2023-07-06,22:00:00,30.3,11.0,15.1,43.1,0.0,0.0,0.0,43.9,13.7,119.3,1017.0,15.4,,240.6,20.7,17:16:41,10.0,Clear conditions throughout the day.,Clear,,,13.7
"Rua Bartolomeu Lizandro, Parque São Mateus, Campos dos Goytacazes - RJ, 28060-216, Brasil",Warming up with no rain expected.,America/Sao_Paulo,-21.71552,-41.31232,2023-07-06,18:00:00,25.9,14.7,20.0,76.3,0.0,0.0,0.0,29.9,33.4,357.4,1020.7,9.9,,188.0,16.3,17:15:44,10.0,Clear conditions throughout the day.,Clear,,,33.4
"Carlisle, England, United Kingdom",Similar temperatures continuing with a chance of rain multiple days.,Europe/London,54.8965,-2.93629,2023-07-06,21:50:00,17.2,11.0,13.6,82.1,1.2,0.0,0.0,47.5,25.9,216.9,1010.0,92.3,,169.4,14.7,21:50:05,10.0,Cloudy skies throughout the day with rain.,"Rain, Overcast",,,25.9
"Rue du Gouverneur Félix Éboué, 97300 Cayenne, Guyane-France",Similar temperatures continuing with a chance of rain multiple days.,America/Cayenne,4.93975,-52.32853,2023-07-06,18:00:00,30.0,22.0,28.0,84.7,12.8,0.0,,40.0,33.8,109.7,1013.2,88.8,,207.3,18.0,18:46:01,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,33.8
"Cobar, NSW 2835, Australia",Similar temperatures continuing with no rain expected.,Australia/Sydney,-31.4994,145.847,2023-07-07,07:00:00,14.6,6.5,6.5,69.7,0.0,0.0,0.0,51.5,26.3,266.0,1017.5,1.7,,150.5,12.9,17:26:46,10.0,Clear conditions throughout the day.,Clear,,,26.3
"Calle Córdoba, 18320 Santa Fe (Granada), España",Similar temperatures continuing with no rain expected.,Europe/Madrid,37.21698,-3.72914,2023-07-06,23:17:00,36.0,18.1,28.6,27.4,0.0,0.0,0.0,22.7,16.6,269.9,1014.7,13.9,,323.5,28.0,21:38:25,10.0,Clear conditions throughout the day.,Clear,,,16.6
"Cochabamba, Estado Plurinacional de Bolivia",Similar temperatures continuing with a chance of rain Wednesday.,America/La_Paz,-17.39,-66.1604,2023-07-06,17:00:00,30.0,2.0,29.0,36.1,0.0,0.0,0.0,13.7,11.9,268.0,1018.0,26.2,,159.1,13.8,18:03:15,10.0,Partly cloudy throughout the day.,Partially cloudy,,,11.9
"Cherrabun Way, Ellenbrook WA 6069, Australia",Similar temperatures continuing with a chance of rain Wednesday & Thursday.,Australia/Perth,-31.7752,115.96996,2023-07-07,05:15:00,17.0,11.3,12.0,80.1,2.3,0.0,0.0,36.0,22.3,267.2,1023.9,83.2,,70.2,6.0,17:25:40,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,,22.3
"Cour Cumberland, Greater Sudbury, ON P3A, Canada",Similar temperatures continuing with a chance of rain multiple days.,America/Toronto,46.51102,-80.95696,2023-07-06,17:02:00,21.5,18.0,19.7,92.0,18.9,0.0,0.0,17.3,11.5,347.4,1011.8,89.3,,197.7,17.0,21:18:48,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",rainfall,"
Rain, at times heavy, is expected.

Showers and isolated thunderstorms along a slow moving cold front will produce localized heavy rainfall amounts near 50 mm today.

For information concerning flooding, please consult your local Conservation Authority or Ontario Ministry of Natural Resources and Forestry office. Visit Ontario.ca/floods for the latest details.

###

Heavy downpours can cause flash floods and water pooling on roads. Localized flooding in low-lying areas is possible.

Please continue to monitor alerts and forecasts issued by Environment Canada. To report severe weather, send an email to ONstorm@ec.gc.ca or tweet reports using #ONStorm.
",11.5
"Council Bluffs, IA, United States",Similar temperatures continuing with a chance of rain tomorrow.,America/Chicago,41.25818,-95.8511,2023-07-06,16:20:00,25.6,13.0,24.6,64.5,0.0,0.0,0.0,18.4,12.1,18.5,1019.1,23.8,,229.3,19.9,20:59:12,10.0,Partly cloudy throughout the day.,Partially cloudy,,,12.1
"Cambridge, England, United Kingdom","Similar temperatures continuing with a chance of rain Monday, Tuesday & Wednesday.",Europe/London,52.2099,0.11162,2023-07-06,21:51:00,22.9,9.9,15.5,68.3,0.0,0.0,0.0,36.4,20.4,219.2,1014.7,46.4,,253.4,22.2,21:21:37,10.0,Partly cloudy throughout the day.,Partially cloudy,,,20.4
"Cape Barren Island, TAS 7257, Australia",Similar temperatures continuing with a chance of rain multiple days.,Australia/Hobart,-40.42178,148.0448,2023-07-07,07:00:00,12.8,11.9,12.2,78.7,4.2,0.0,,60.8,49.3,296.0,1004.3,59.2,,91.6,7.9,16:54:42,10.0,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,,49.3
"Pedernales, Cabo Rojo, Puerto Rico 00623",Similar temperatures continuing with a chance of rain multiple days.,America/Puerto_Rico,18.04349,-67.18833,2023-07-06,16:57:00,31.3,25.0,31.1,73.9,1.1,0.0,,46.4,33.1,99.9,1016.3,58.4,,268.5,23.3,19:08:39,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,33.1
"Carrera Tomás de Heres, Caroní, República Bolivariana De Venezuela",Similar temperatures continuing with a chance of rain multiple days.,America/Caracas,8.35989,-62.67302,2023-07-06,16:46:00,35.2,22.0,30.0,67.0,0.0,0.0,0.0,38.9,18.7,69.6,1012.4,44.7,,219.2,18.8,18:33:14,10.0,Becoming cloudy in the afternoon with a chance of rain.,"Rain, Partially cloudy",,,18.7
"Columbus Dr, St John's, NL A1B, Canada",Similar temperatures continuing with no rain expected.,America/St_Johns,47.5555,-52.7455,2023-07-06,18:30:00,21.0,14.0,14.5,94.9,13.7,0.0,0.0,38.5,20.1,172.7,1010.8,90.6,,155.4,13.5,21:00:21,10.0,Cloudy skies throughout the day with a chance of rain throughout the day.,"Rain, Overcast",,,20.1
"Coimbra, Portugal",Similar temperatures continuing with no rain expected.,Europe/Lisbon,40.2108,-8.41621,2023-07-06,22:20:00,22.2,15.9,18.5,80.4,0.0,0.0,0.0,43.2,26.4,336.7,1015.6,58.7,,303.5,26.4,21:06:10,10.0,Clearing in the afternoon.,Partially cloudy,,,26.4
"Canberra, ACT 2600, Australia",Similar temperatures continuing with a chance of rain tomorrow.,Australia/Sydney,-35.3065,149.127,2023-07-07,07:17:00,7.0,3.1,6.9,90.5,1.0,0.0,0.0,45.0,27.7,307.2,1012.0,85.7,,27.1,2.3,17:04:25,10.0,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",,,27.7
"Calle Negro Primero, Cabimas, República Bolivariana De Venezuela",Similar temperatures continuing with a chance of rain Saturday & Wednesday.,America/Caracas,10.41336,-71.46474,2023-07-06,13:03:00,32.2,25.2,33.0,72.0,5.0,0.0,,47.5,33.8,32.8,1009.1,67.8,,285.5,24.6,19:11:57,30.0,Clearing in the afternoon with storms possible.,"Rain, Partially cloudy",,,33.8
"Catumbela, Lobito, Angola",Similar temperatures continuing with no rain expected.,Africa/Luanda,-12.43765,13.54145,2023-07-06,22:00:00,23.0,17.3,19.1,82.6,0.0,0.0,,9.0,13.3,309.3,1015.2,6.3,,231.4,20.1,17:53:12,10.0,Clear conditions throughout the day.,Clear,,,13.3
"Cobán, Guatemala",Similar temperatures continuing with a chance of rain multiple days.,America/Guatemala,15.4797,-90.3769,2023-07-06,14:00:00,26.0,15.0,26.0,89.4,10.1,0.0,0.0,10.4,11.2,140.1,1014.7,64.1,,298.8,25.9,18:36:38,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,11.2
"Condobolin, NSW 2877, Australia",Similar temperatures continuing with no rain expected.,Australia/Sydney,-33.0869,147.145,2023-07-07,07:06:00,13.0,5.4,8.4,78.8,0.3,0.0,0.0,45.0,21.2,282.0,1015.8,33.6,,98.7,8.4,17:17:50,10.0,Becoming cloudy in the afternoon with early morning rain.,"Rain, Partially cloudy",,,21.2
"Canobie, New Bandon Parish, NB, Canada",Similar temperatures continuing with a chance of rain multiple days.,America/Moncton,47.68735,-65.35289,2023-07-06,18:00:00,28.2,15.9,26.4,82.8,0.0,0.0,0.0,29.5,13.0,88.5,1012.2,19.2,,322.5,28.1,21:21:20,30.0,Clear conditions throughout the day.,Clear,heat,"
Humidex values reaching 40 will continue.

Very warm and humid weather continues.

Time span: continuing Friday, and possibly lasting into the weekend for some areas.

Locations: inland areas of New Brunswick. 

Minimum temperature tonight: 18 degrees Celsius.

Maximum temperature Friday: 29 to 32 degrees Celsius (Humidex 36 to 40), except cooler along parts of the coast.
Minimum temperature Friday night: 18 degrees Celsius.

Maximum temperature Saturday: 25 to 30 degrees Celsius (Humidex near 36), except cooler along parts of the coast.

###

The risks are greater for young children, pregnant women, older adults, people with chronic illnesses and people working or exercising outdoors.

Heat warnings are issued when very high temperature or humidity conditions are expected to pose an elevated risk of heat illnesses, such as heat stroke or heat exhaustion.

Please continue to monitor alerts and forecasts issued by Environment Canada. To report severe weather, send an email to NBstorm@ec.gc.ca or tweet reports using #NBStorm.
",13.0
"Chimoré, Cochabamba, Estado Plurinacional de Bolivia","Similar temperatures continuing with a chance of rain Tuesday, Wednesday & Thursday.",America/La_Paz,-16.99271,-65.15351,2023-07-06,17:00:00,29.8,20.6,24.8,66.8,0.1,0.0,0.0,21.6,10.4,256.2,1010.1,75.5,,135.7,11.8,17:59:57,10.0,Partly cloudy throughout the day with afternoon rain.,"Rain, Partially cloudy",,,10.4
